시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
군산공설시장,상설장,전북특별자치도 군산시 신금길 18,전북특별자치도 군산시 신영동 18-1,매일,35.98316656,126.7203241,276,축산물+수산물+음식점,,,Y,Y,1918,063-445-4929,2024-11-04,B553077,소상공인시장진흥공단
명산시장,상설장,전북특별자치도 군산시 오룡로51-18,전북특별자치도 군산시 명산동 14-27,매일,35.98251878,126.7095107,65,농산물+수산물,,,Y,Y,1982,070-4038-5328,2024-11-04,B553077,소상공인시장진흥공단
군산주공시장,상설장,전북특별자치도 군산시 하나운안1길 39,전북특별자치도 군산시 나운동 836-11,매일,35.96576624,126.6954417,37,농산물,,,Y,Y,1985,063-461-0567,2024-11-04,B553077,소상공인시장진흥공단
원평공설시장(김제원평시장),상설장+5일장,전북특별자치도 김제시 금산면 원평6길 39-10,전북특별자치도 김제시 금산면 원평리 91번지,4일+9일,35.71406357,126.9947325,36,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1960,,2024-11-04,B553077,소상공인시장진흥공단
금만시장,상설장,전북특별자치도 김제시 동서7길23,전북특별자치도 김제시 요촌동 194-7,매일,35.80014264,126.8864263,91,의류+신발+가정용품+음식점,,,Y,Y,1890,,2024-11-04,B553077,소상공인시장진흥공단
김제전통시장,상설장+5일장,전북특별자치도 김제시 사정거리1길20,전북특별자치도 김제시 요촌동 415,2일+7일,35.80162714,126.8837248,60,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1900,063-543-4983,2024-11-04,B553077,소상공인시장진흥공단
역전시장,상설장,전북특별자치도 김제시 중앙로 288,전북특별자치도 김제시 신풍동 40-2,매일,35.79317122,126.9015965,63,농산물+축산물,,,Y,Y,1957,,2024-11-04,B553077,소상공인시장진흥공단
용남시장,상설장,전북특별자치도 남원시 동헌길10,전북특별자치도 남원시 하정동 138,매일,35.40710447,127.3767644,85,수산물+가공식품+의류,,https://blog.naver.com y75856,Y,Y,1970,063-632-5133,2024-11-04,B553077,소상공인시장진흥공단
남원공설시장,상설장+5일장,전북특별자치도 남원시 의총로 51,전북특별자치도 남원시 금동 262-1,4일+9일,35.40461965,127.3758611,137,가공식품+의류,,,Y,Y,1970,063-625-4010,2024-11-04,B553077,소상공인시장진흥공단
남원인월시장,5일장,전북특별자치도 남원시 인월면 인월로 65-3,전북특별자치도 남원시 인월면 인월리 252-1,3일+8일,35.4615314,127.6020941,44,농산물,,,Y,Y,1965,063-625-1495,2024-11-04,B553077,소상공인시장진흥공단
무주시장(반딧불장터),상설장+5일장,전북특별자치도 무주군 무주읍 장터로 2,전북특별자치도 무주군 무주읍 읍내리 1152,1일+6일,36.00464857,127.6534743,50,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1953,063-324-0901,2024-11-04,B553077,소상공인시장진흥공단
무풍시장(대덕산장터),상설장+5일장,전북특별자치도 무주군 무풍면 현내로 213,전북특별자치도 무주군 무풍면 현내리 259-5,3일+8일,35.96945032,127.8487964,11,농산물+가공식품+가정용품+음식점,,,Y,Y,1965,,2024-11-04,B553077,소상공인시장진흥공단
설천시장(삼도봉장터),상설장+5일장,전북특별자치도 무주군 설천면 삼도봉로 11,전북특별자치도 무주군 설천면 소천리 904-29,2일+7일,36.0099056,127.7880133,13,농산물+가공식품+의류+가정용품+음식점,,,Y,Y,1988,,2024-11-04,B553077,소상공인시장진흥공단
안성시장(덕유산장터),상설장+5일장,전북특별자치도 무주군 안성면 칠연로 38,전북특별자치도 무주군 안성면 장기리 1511-123,5일+10일,35.86633002,127.653578,30,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1950,,2024-11-04,B553077,소상공인시장진흥공단
부안상설시장,상설장,전북특별자치도 부안군 부안읍 부풍로 47,전북특별자치도 부안군 부안읍 21,매일,35.72711546,126.7329492,190,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,063-584-3070,2024-11-04,B553077,소상공인시장진흥공단
줄포시장,상설장+5일장,전북특별자치도 부안군 줄포면 부안로 865,전북특별자치도 부안군 줄포면 줄포리 728-3,1일+6일,35.58760184,126.6768543,30,음식점,,,Y,Y,1965,063-581-4421,2024-11-04,B553077,소상공인시장진흥공단
동계시장,5일장,전북특별자치도 순창군 동계면 동계로 22,전북특별자치도 순창군 동계면 현포리 623,2일+7일,35.43954095,127.2398056,15,농산물+수산물+가정용품,,,Y,Y,1931,,2024-11-04,B553077,소상공인시장진흥공단
순창시장,5일장,전북특별자치도 순창군 순창읍 남계로 58,전북특별자치도 순창군 순창읍 남계리 800,1일+6일,35.37187647,127.1450592,181,농산물+수산물,,,Y,Y,1965,,2024-11-04,B553077,소상공인시장진흥공단
고산미소시장,상설장+5일장,전북특별자치도 완주군 고산면 남봉로 134,전북특별자치도 완주군 고산면 읍내리 884-4,4일+9일,35.97407542,127.2054145,33,농산물+축산물+가공식품+의류+가정용품+음식점+그릇,,,Y,Y,1964,063-262-0119,2024-11-04,B553077,소상공인시장진흥공단
봉동시장,상설장+5일장,전북특별자치도 완주군 봉동읍 봉동동서로 134-5,전북특별자치도 완주군 봉동읍 장기리 217-13,5일+10일,35.93871982,127.1670778,33,농산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1964,063-263-5110,2024-11-04,B553077,소상공인시장진흥공단
삼례시장,상설장+5일장,전북특별자치도 완주군 삼례읍 삼봉로 6,전북특별자치도 완주군 삼례읍 삼례리 923-8,3일+8일,35.91061359,127.0735831,54,가공식품+의류+가정용품+음식점,,,Y,Y,1964,063-291-8899,2024-11-04,B553077,소상공인시장진흥공단
익산금마시장,상설장+5일장,전북특별자치도 익산시 금마면 고도길 58,전북특별자치도 익산시 금마면 동고도리 701-2,2일+7일,35.99217754,127.0534309,29,농산물,,,Y,Y,1959,,2024-11-04,B553077,소상공인시장진흥공단
여산시장,5일장,전북특별자치도 익산시 서촌2길 22-1,전북특별자치도 익산시 여산면 여산리 412-4,1일+6일,36.05898733,127.0836879,10,농산물,,,Y,Y,1963,,2024-11-04,B553077,소상공인시장진흥공단
황등시장,상설장+5일장,전북특별자치도 익산시 석재길 22,전북특별자치도 익산시 황등면 황등리58,5일+10일,35.99888044,126.9524759,35,가공식품,,,Y,Y,1937,,2024-11-04,B553077,소상공인시장진흥공단
익산장(익산북부장),상설장+5일장,전북특별자치도 익산시 인북로 11길 27,전북특별자치도 익산시 남중동 35-9,4일+9일,35.9512294,126.9566254,120,농산물,,,Y,Y,2008,063-853-2661,2024-11-04,B553077,소상공인시장진흥공단
북부시장,상설장+5일장,전북특별자치도 익산시 인북로 219,전북특별자치도 익산시 남중동 72-7,4일+9일,35.94821919,126.9565852,171,농산물+수산물+의류,,http://jbsj.kr/,Y,Y,1975,063-855-6891,2024-11-04,B553077,소상공인시장진흥공단
익산 구시장,상설장,전북특별자치도 익산시 인북로8길 22,전북특별자치도 익산시 인화동1가 131-8,매일,35.93152656,126.952339,93,가공식품,,,Y,Y,2014,063-856-7796,2024-11-04,B553077,소상공인시장진흥공단
매일시장,상설장,전북특별자치도 익산시 중앙로 3길 13,전북특별자치도 익산시 창인동1가 88-5,매일,35.94039371,126.9496739,58,의류,,,Y,Y,2005,063-853-6666,2024-11-04,B553077,소상공인시장진흥공단
중앙시장,상설장,전북특별자치도 익산시 중앙로 3길 27,전북특별자치도 익산시 창인동1가 137-1,매일,35.94206103,126.9497282,155,농산물+가공식품+의류+수선업,,,Y,Y,1947,063-855-3479,2024-11-04,B553077,소상공인시장진흥공단
서동시장,상설장,전북특별자치도 익산시 중앙로3길 39,전북특별자치도 익산시 창인동1가 115-13,매일,35.94271026,126.950383,60,농산물+축산물+수산물+가공식품,,,Y,Y,1980,063-842-0063,2024-11-04,B553077,소상공인시장진흥공단
익산남부시장,상설장,전북특별자치도 익산시 평동로11길 12,전북특별자치도 익산시 인화동2가 7,매일,35.93194154,126.9533804,46,가공식품,,,Y,Y,1914,063-855-4798,2024-11-04,B553077,소상공인시장진흥공단
함열시장,상설장+5일장,전북특별자치도 익산시 함열읍 2길 8,전북특별자치도 익산시 와리 565-26,2일+7일,,,20,농산물+의류+가정용품,,,Y,Y,2004,063-861-0700,2024-11-04,B553077,소상공인시장진흥공단
강진시장,5일장,전북특별자치도 임실군 강진면 호국로 14-12,전북특별자치도 임실군 강진면 갈담리 515-4,2일+7일,35.52906362,127.1610312,59,수산물+가정용품+음식점,,,Y,Y,1965,,2024-11-04,B553077,소상공인시장진흥공단
관촌시장,5일장,전북특별자치도 임실군 관촌면 사선1길 70-3,전북특별자치도 임실군 관촌면 관촌리 580-1 586,5일+10일,35.67878053,127.2676801,40,농산물+가공식품+음식점,,,Y,Y,1977,,2024-11-04,B553077,소상공인시장진흥공단
오수시장,상설장+5일장,전북특별자치도 임실군 오수면 오수로 159,전북특별자치도 임실군 오수면 오수리 351-1,5일+10일,35.53844479,127.3266535,42,농산물,,,Y,Y,1984,,2024-11-04,B553077,소상공인시장진흥공단
임실시장,상설장+5일장,전북특별자치도 임실군 임실읍 운수로 26,전북특별자치도 임실군 임실읍 이도리 233-1,1일+6일,35.61445375,127.2827133,67,농산물,,,Y,Y,1977,063-642-0303,2024-11-04,B553077,소상공인시장진흥공단
산서시장,상설장+5일장,전북특별자치도 장수군 산서면 보산로 1864-11,전북특별자치도 장수군 산서면 동화리 839-73,2일+7일,35.58449451,127.3958978,31,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1953,,2024-11-04,B553077,소상공인시장진흥공단
장계시장,5일장,전북특별자치도 장수군 장계면 시장천변길 36,전북특별자치도 장수군 장계면 장계리 464-1,3일+8일,35.72943479,127.5822739,39,농산물+수산물+가공식품+의류+신발+가정용품+음식점+채소모종,,,Y,Y,1931,,2024-11-04,B553077,소상공인시장진흥공단
장수시장,5일장,전북특별자치도 장수군 장수읍 시장로 11,전북특별자치도 장수군 장수읍 장수리 460-2,5일+10일,35.64918556,127.5174723,33,농산물+수산물+가공식품+의류+신발+음식점,,,Y,Y,1977,063-352-2005,2024-11-04,B553077,소상공인시장진흥공단
모래내시장(전주),상설장,전북특별자치도 전주시 덕진구 모래내4길 8-8,전북특별자치도 전주시 덕진구 인후동2가 203-10,매일,35.833574,127.1438694,219,농산물+축산물+수산물,,https://morene.modoo.at/,Y,Y,1975,063-278-5802,2024-11-04,B553077,소상공인시장진흥공단
전주중앙상가,상설장,전북특별자치도 전주시 완산구 태평3길 70,전북특별자치도 전주시 완산구 태평동 36-1,매일,35.82522103,127.1424489,375,의류+신발+금은방,,,Y,Y,1990,063-253-6535,2024-11-04,B553077,소상공인시장진흥공단
전주신중앙시장(신중앙시장),상설장,전북특별자치도 전주시 완산구 태평5길 33,전북특별자치도 전주시 완산구 태평동 43,매일,35.82412315,127.1434822,161,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,,063-273-7535,2024-11-04,B553077,소상공인시장진흥공단
전주남부시장,상설장,전북특별자치도 전주시 완산구 풍남문1길 19-3,전북특별자치도 전주시 완산구 전동 295-4,매일,35.81278651,127.1475386,320,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1977,063-284-1344,2024-11-04,B553077,소상공인시장진흥공단
서부시장상점가(서부시장 통합),상설장,전북특별자치도 전주시 완산구 효동 2길 14-8,전북특별자치도 전주시 완산구 효자동1가 201-63,매일,35.80523071,127.1266583,143,농산물+축산물+수산물+의류+음식점,,,Y,Y,,063-228-1616,2024-11-04,B553077,소상공인시장진흥공단
신태인시장,상설장+5일장,전북특별자치도 정읍시 신태인읍 신태인2길 14,전북특별자치도 정읍시 신태인읍 신태인리 85-10,3일+8일,35.68729048,126.8865678,46,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1917,063-571-3181,2024-11-04,B553077,소상공인시장진흥공단
정읍연지시장,상설장,전북특별자치도 정읍시 연지시장 3길 50-9외,전북특별자치도 정읍시 연지동 44,매일,,,39,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1958,063-532-5380,2024-11-04,B553077,소상공인시장진흥공단
샘고을시장,상설장,전북특별자치도 정읍시 태평6길 25,전북특별자치도 정읍시 시기동 280-4,매일,35.56288819,126.8551596,249,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1914,063-534-6661,2024-11-04,B553077,소상공인시장진흥공단
진안고원시장,상설장+5일장,전북특별자치도 진안군 진안읍시장1길16,전북특별자치도 진안군 군상리 406-7,4일+9일,35.79262491,127.4294275,70,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1918,063-433-4554,2024-11-04,B553077,소상공인시장진흥공단
모슬포중앙시장,상설장,제주특별자치도 서귀포시 대정읍 상모로 327,제주특별자치도 서귀포시 대정읍 하모리 824-2,매일,33.22207249,126.2545119,63,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1978,,2024-11-04,B553077,소상공인시장진흥공단
대정오일시장,5일장,제주특별자치도 서귀포시 대정읍 신영로36번길 65,제주특별자치도 서귀포시 대정읍 하모리 1089-15,1일+6일,33.22061006,126.2482168,198,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+전자,,,Y,Y,1983,,2024-11-04,B553077,소상공인시장진흥공단
중문오일시장,5일장,제주특별자치도 서귀포시 서귀포시 천제연로188번길 12,제주특별자치도 서귀포시 중문동 2123-1,3일+8일,33.25058008,126.4239435,67,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,,2024-11-04,B553077,소상공인시장진흥공단
고성오일시장,5일장,제주특별자치도 서귀포시 성산읍 고성오조로 93,제주특별자치도 서귀포시 성산읍 고성리 1180-34,5일+10일,33.4518552,126.9128143,68,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1984,,2024-11-04,B553077,소상공인시장진흥공단
서귀포매일올레시장,상설장,제주특별자치도 서귀포시 중앙로 62번길 18,제주특별자치도 서귀포시 서귀동 277-1,매일,33.25014646,126.5632316,225,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+전자,,,Y,Y,1965,064-762-1949,2024-11-04,B553077,소상공인시장진흥공단
서귀포향토오일시장,5일장,제주특별자치도 서귀포시 토평서로11번길 142,제주특별자치도 서귀포시 동홍동 779-1,5일+10일,33.26778949,126.5737419,572,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1995,064-763-0963,2024-11-04,B553077,소상공인시장진흥공단
